3300009517-bin.12_KBJPLPBP_00001	K04063
3300026287-bin.38_PALMHNFI_00946	K03210
3300026287-bin.38_PALMHNFI_00947	K03072
3300026287-bin.38_PALMHNFI_00948	K03074
3300026287-bin.38_PALMHNFI_00951	K00609
3300026287-bin.38_PALMHNFI_00952	K01465
3300026287-bin.38_PALMHNFI_00953	K08591
3300026287-bin.38_PALMHNFI_00954	K04096
3300026287-bin.38_PALMHNFI_00956	K03168
3300026287-bin.38_PALMHNFI_00957	K09806
3300026287-bin.38_PALMHNFI_00959	K00286
3300026287-bin.38_PALMHNFI_00960	K07638
3300026287-bin.38_PALMHNFI_00962	K00826
3300026287-bin.38_PALMHNFI_00968	K01262
3300026287-bin.38_PALMHNFI_00971	K01972
3300026287-bin.38_PALMHNFI_00972	K12658
3300026287-bin.38_PALMHNFI_00973	K21062
3300026287-bin.38_PALMHNFI_00974	K00285
3300026287-bin.38_PALMHNFI_00977	K03642
3300026287-bin.38_PALMHNFI_00978	K00943
3300026287-bin.38_PALMHNFI_00979	K02341
3300026287-bin.38_PALMHNFI_00980	K03424
3300026287-bin.38_PALMHNFI_00981	K06167
3300026287-bin.38_PALMHNFI_00983	K07260
3300026287-bin.38_PALMHNFI_00984	K02687
3300026287-bin.38_PALMHNFI_00987	K00640
3300026287-bin.38_PALMHNFI_00989	K09457
3300026287-bin.38_PALMHNFI_00990	K01803
3300026287-bin.38_PALMHNFI_00991	K02935
3300026287-bin.38_PALMHNFI_00992	K02864
3300026287-bin.38_PALMHNFI_00993	K07220
3300026287-bin.38_PALMHNFI_00994	K03306
3300026287-bin.38_PALMHNFI_00995	K07220
3300026287-bin.38_PALMHNFI_00997	K01874
3300026287-bin.38_PALMHNFI_01002	K08738
3300026287-bin.38_PALMHNFI_01003	K01302
3300026287-bin.38_PALMHNFI_01007	K01679
3300026287-bin.38_PALMHNFI_01008	K17686
3300026287-bin.38_PALMHNFI_01012	K03657
3300026287-bin.38_PALMHNFI_01015	K18586
3300026287-bin.38_PALMHNFI_01016	K09914
3300026287-bin.38_PALMHNFI_01021	K01879
3300026287-bin.38_PALMHNFI_01022	K01878
3300026287-bin.38_PALMHNFI_01023	K00919
3300026287-bin.38_PALMHNFI_01025	K00311
3300026287-bin.38_PALMHNFI_01026	K21929
3300026287-bin.38_PALMHNFI_01027	K08309
3300026287-bin.38_PALMHNFI_01032	K03684
3300026287-bin.38_PALMHNFI_01033	K01933
3300026287-bin.38_PALMHNFI_01034	K11175
3300026287-bin.38_PALMHNFI_01035	K00940
3300026287-bin.38_PALMHNFI_01036	K06158
3300026287-bin.38_PALMHNFI_01040	K02339
3300026287-bin.38_PALMHNFI_01042	K01255
3300026287-bin.38_PALMHNFI_01043	K07091
3300026287-bin.38_PALMHNFI_01044	K11720
3300026287-bin.38_PALMHNFI_01045	K04744
3300026287-bin.38_PALMHNFI_01046	K03771
3300026287-bin.38_PALMHNFI_01047	K00097
3300026287-bin.38_PALMHNFI_01048	K02528
3300026287-bin.38_PALMHNFI_01049	K00942
3300026287-bin.38_PALMHNFI_01051	K07082
3300026287-bin.38_PALMHNFI_01052	K09458
3300026287-bin.38_PALMHNFI_01053	K02078
3300026287-bin.38_PALMHNFI_01054	K00059
3300026287-bin.38_PALMHNFI_01056	K00645
3300026287-bin.38_PALMHNFI_01057	K00560
3300026287-bin.38_PALMHNFI_01059	K06188
3300026287-bin.38_PALMHNFI_01060	K00287
3300026287-bin.38_PALMHNFI_01062	K03593
3300026287-bin.38_PALMHNFI_01063	K00791
3300026287-bin.38_PALMHNFI_01065	K09985
3300026287-bin.38_PALMHNFI_01066	K11927
3300026287-bin.38_PALMHNFI_01067	K07148
3300026287-bin.38_PALMHNFI_01068	K01142
3300026287-bin.38_PALMHNFI_01071	K03327
3300026287-bin.38_PALMHNFI_01072	K03309
3300026287-bin.38_PALMHNFI_01073	K09969
3300026287-bin.38_PALMHNFI_01076	K03937
3300026287-bin.38_PALMHNFI_01078	K09005
3300026287-bin.38_PALMHNFI_01079	K03704
3300026287-bin.38_PALMHNFI_01083	K07657
3300026287-bin.38_PALMHNFI_01084	K02039
3300026287-bin.38_PALMHNFI_01085	K02036
3300026287-bin.38_PALMHNFI_01086	K02038
3300026287-bin.38_PALMHNFI_01087	K02037
3300026287-bin.38_PALMHNFI_01089	K05962
3300026287-bin.38_PALMHNFI_01090	K01638
3300026287-bin.38_PALMHNFI_01092	K01637
3300026287-bin.38_PALMHNFI_01093	K07110
3300026287-bin.38_PALMHNFI_01095	K03652
3300026287-bin.38_PALMHNFI_01101	K02899
3300026287-bin.38_PALMHNFI_01102	K02888
3300026287-bin.38_PALMHNFI_01105	K04756
3300026287-bin.38_PALMHNFI_01107	K04761
3300026287-bin.38_PALMHNFI_01109	K00971
3300026287-bin.38_PALMHNFI_01111	K13017
3300026287-bin.38_PALMHNFI_01113	K03500
3300026287-bin.38_PALMHNFI_01115	K01783
3300026287-bin.38_PALMHNFI_01118	K00602
3300026287-bin.38_PALMHNFI_01121	K01867
3300026287-bin.38_PALMHNFI_01122	K03980
3300026287-bin.38_PALMHNFI_01123	K00990
3300026287-bin.38_PALMHNFI_01124	K03555
3300026287-bin.38_PALMHNFI_01126	K07391
3300026287-bin.38_PALMHNFI_01127	K05962
3300026287-bin.38_PALMHNFI_01128	K08218
3300026287-bin.38_PALMHNFI_01131	K08679
3300026287-bin.38_PALMHNFI_01135	K00324
3300026287-bin.38_PALMHNFI_01138	K00325
3300026287-bin.38_PALMHNFI_01142	K07124
3300026287-bin.38_PALMHNFI_01148	K21472
3300026287-bin.38_PALMHNFI_01151	K01754
3300026287-bin.38_PALMHNFI_01154	K18979
3300026287-bin.38_PALMHNFI_01155	K00799
3300026287-bin.38_PALMHNFI_01156	K13283
3300026287-bin.38_PALMHNFI_01158	K06153
3300026287-bin.38_PALMHNFI_01160	K09823
3300026287-bin.38_PALMHNFI_01161	K02014
3300026287-bin.38_PALMHNFI_01165	K04084
3300026287-bin.38_PALMHNFI_01167	K01810
3300026287-bin.38_PALMHNFI_01169	K03602
3300026287-bin.38_PALMHNFI_01170	K06878
3300026287-bin.38_PALMHNFI_01172	K01662
3300026287-bin.38_PALMHNFI_01173	K01870
3300026287-bin.38_PALMHNFI_01176	K16087
3300026287-bin.38_PALMHNFI_01180	K18162
3300026287-bin.38_PALMHNFI_01181	K02242
3300026287-bin.38_PALMHNFI_01182	K03676
3300026287-bin.38_PALMHNFI_01183	K11206
3300026287-bin.38_PALMHNFI_01185	K00681
3300026287-bin.38_PALMHNFI_01188	K03182
3300026287-bin.38_PALMHNFI_01193	K07136
3300026287-bin.38_PALMHNFI_01195	K03592
3300026287-bin.38_PALMHNFI_01196	K01092
3300026287-bin.38_PALMHNFI_01201	K09778
3300026287-bin.38_PALMHNFI_01202	K02527
3300026287-bin.38_PALMHNFI_01203	K00912
3300026287-bin.38_PALMHNFI_01206	K10563
3300026287-bin.38_PALMHNFI_01208	K01251
3300026287-bin.38_PALMHNFI_01210	K01520
3300026287-bin.38_PALMHNFI_01212	K00215
3300026287-bin.38_PALMHNFI_01213	K03628
3300026287-bin.38_PALMHNFI_01214	K08973
3300026287-bin.38_PALMHNFI_01215	K01772
3300026287-bin.38_PALMHNFI_01216	K01599
3300026287-bin.38_PALMHNFI_01217	K09773
3300026287-bin.38_PALMHNFI_01218	K06287
3300026287-bin.38_PALMHNFI_01219	K00014
3300026287-bin.38_PALMHNFI_01220	K00859
3300026287-bin.38_PALMHNFI_01221	K02342
3300026287-bin.38_PALMHNFI_01222	K03071
3300026287-bin.38_PALMHNFI_01224	K08304
3300026287-bin.38_PALMHNFI_01225	K06915
3300026287-bin.38_PALMHNFI_01227	K06916
3300026287-bin.38_PALMHNFI_01228	K00133
3300026287-bin.38_PALMHNFI_01229	K05786
3300026287-bin.38_PALMHNFI_01234	K01869
3300026287-bin.38_PALMHNFI_01235	K03643
3300026287-bin.38_PALMHNFI_01236	K02340
3300026287-bin.38_PALMHNFI_01237	K03497
3300026287-bin.38_PALMHNFI_01238	K03496
3300026287-bin.38_PALMHNFI_01239	K03501
3300026287-bin.38_PALMHNFI_01240	K03495
3300026287-bin.38_PALMHNFI_01241	K03650
3300026287-bin.38_PALMHNFI_01243	K00962
3300026287-bin.38_PALMHNFI_01244	K02956
3300026287-bin.38_PALMHNFI_01245	K03177
3300026287-bin.38_PALMHNFI_01246	K02834
3300026287-bin.38_PALMHNFI_01249	K02519
3300026287-bin.38_PALMHNFI_01250	K07742
3300026287-bin.38_PALMHNFI_01251	K02600
3300026287-bin.38_PALMHNFI_01252	K09748
3300026287-bin.38_PALMHNFI_01253	K09983
3300026287-bin.38_PALMHNFI_01254	K03439
3300026287-bin.38_PALMHNFI_01255	K00789
3300026287-bin.38_PALMHNFI_01257	K03820
3300026287-bin.38_PALMHNFI_01258	K07042
3300026287-bin.38_PALMHNFI_01259	K06217
3300026287-bin.38_PALMHNFI_01260	K06168
3300026287-bin.38_PALMHNFI_01261	K00989
3300026287-bin.38_PALMHNFI_01263	K03687
3300026287-bin.38_PALMHNFI_01264	K06861
3300026287-bin.38_PALMHNFI_01265	K09774
3300026287-bin.38_PALMHNFI_01266	K11719
3300026287-bin.38_PALMHNFI_01269	K00329
3300026287-bin.38_PALMHNFI_01271	K03284
3300026287-bin.38_PALMHNFI_01274	K10778
3300026287-bin.38_PALMHNFI_01276	K17865
3300026287-bin.38_PALMHNFI_01277	K11753
3300026287-bin.38_PALMHNFI_01278	K01495
3300026287-bin.38_PALMHNFI_01280	K02408
3300026287-bin.38_PALMHNFI_01281	K02388
3300026287-bin.38_PALMHNFI_01282	K02387
3300026287-bin.38_PALMHNFI_01283	K02418
3300026287-bin.38_PALMHNFI_01284	K02419
3300026287-bin.38_PALMHNFI_01285	K09761
3300026287-bin.38_PALMHNFI_01286	K01919
3300026287-bin.38_PALMHNFI_01293	K00800
3300026287-bin.38_PALMHNFI_01295	K00945
3300026287-bin.38_PALMHNFI_01296	K02945
3300026287-bin.38_PALMHNFI_01298	K05788
3300026287-bin.38_PALMHNFI_01299	K03282
3300026287-bin.38_PALMHNFI_01301	K00252
3300026287-bin.38_PALMHNFI_01303	K07749
3300026287-bin.38_PALMHNFI_01304	K08311
3300026287-bin.38_PALMHNFI_01305	K09798
3300026287-bin.38_PALMHNFI_01307	K06886
3300026287-bin.38_PALMHNFI_01308	K09771
3300026287-bin.38_PALMHNFI_01310	K02114
3300026287-bin.38_PALMHNFI_01311	K02112
3300026287-bin.38_PALMHNFI_01312	K02115
3300026287-bin.38_PALMHNFI_01313	K02111
3300026287-bin.38_PALMHNFI_01314	K02113
3300026287-bin.38_PALMHNFI_01316	K01012
3300026287-bin.38_PALMHNFI_01317	K22757
3300026287-bin.38_PALMHNFI_01320	K01724
3300026287-bin.38_PALMHNFI_01324	K07733
3300026287-bin.38_PALMHNFI_01329	K06904
3300026287-bin.38_PALMHNFI_01333	K01990
3300026287-bin.38_PALMHNFI_01335	K03939
3300026287-bin.38_PALMHNFI_01336	K13583
3300026287-bin.38_PALMHNFI_01337	K22843
3300026287-bin.38_PALMHNFI_01340	K00867
3300026287-bin.38_PALMHNFI_01341	K13592
3300026287-bin.38_PALMHNFI_01343	K00344
3300026287-bin.38_PALMHNFI_01345	K01945
3300026287-bin.38_PALMHNFI_01353	K01255
3300026287-bin.38_PALMHNFI_01355	K08738
3300026287-bin.38_PALMHNFI_01356	K00979
3300026287-bin.38_PALMHNFI_01357	K06195
3300026287-bin.38_PALMHNFI_01362	K03594
3300026287-bin.38_PALMHNFI_01363	K02192
3300026287-bin.38_PALMHNFI_01365	K00788
3300026287-bin.38_PALMHNFI_01367	K02356
3300026287-bin.38_PALMHNFI_01368	K01092
3300026287-bin.38_PALMHNFI_01369	K06147
3300026287-bin.38_PALMHNFI_01370	K02909
3300026287-bin.38_PALMHNFI_01371	K21470
3300026287-bin.38_PALMHNFI_01372	K03799
3300026287-bin.38_PALMHNFI_01374	K13038
3300026287-bin.38_PALMHNFI_01375	K00963
3300026287-bin.38_PALMHNFI_01377	K00820
3300026287-bin.38_PALMHNFI_01378	K03431
3300026287-bin.38_PALMHNFI_01382	K09946
3300026287-bin.38_PALMHNFI_01383	K01652
3300026287-bin.38_PALMHNFI_01385	K02005
3300026287-bin.38_PALMHNFI_01386	K03596
3300026287-bin.38_PALMHNFI_01391	K07492
3300026287-bin.38_PALMHNFI_01392	K00067
3300026287-bin.38_PALMHNFI_01394	K01790
3300026287-bin.38_PALMHNFI_01396	K00626
3300026287-bin.38_PALMHNFI_01397	K00259
3300026287-bin.38_PALMHNFI_01398	K03719
3300026287-bin.38_PALMHNFI_01400	K00015
3300026287-bin.38_PALMHNFI_01402	K01716
3300026287-bin.38_PALMHNFI_01403	K00647
3300026287-bin.38_PALMHNFI_01404	K07386
3300026287-bin.38_PALMHNFI_01405	K03455
3300026287-bin.38_PALMHNFI_01407	K00568
3300026287-bin.38_PALMHNFI_01408	K00928
3300026287-bin.38_PALMHNFI_01409	K01586
3300026287-bin.38_PALMHNFI_01410	K08484
3300026287-bin.38_PALMHNFI_01411	K15539
3300026287-bin.38_PALMHNFI_01412	K03526
3300026287-bin.38_PALMHNFI_01413	K09712
3300026287-bin.38_PALMHNFI_01415	K07090
3300026287-bin.38_PALMHNFI_01416	K02835
3300026287-bin.38_PALMHNFI_01417	K07058
3300026287-bin.38_PALMHNFI_01418	K02493
3300026287-bin.38_PALMHNFI_01420	K02195
3300026287-bin.38_PALMHNFI_01421	K02196
3300026287-bin.38_PALMHNFI_01424	K06190
3300026287-bin.38_PALMHNFI_01425	K03110
3300026287-bin.38_PALMHNFI_01426	K00856
3300026287-bin.38_PALMHNFI_01428	K10773
3300026287-bin.38_PALMHNFI_01429	K03543
3300026287-bin.38_PALMHNFI_01430	K03446
3300026287-bin.38_PALMHNFI_01432	K01895
3300026287-bin.38_PALMHNFI_01433	K01470
3300026287-bin.38_PALMHNFI_01435	K15371
3300026287-bin.38_PALMHNFI_01437	K01469
3300026287-bin.38_PALMHNFI_01438	K03442
3300026287-bin.38_PALMHNFI_01439	K01620
3300026287-bin.38_PALMHNFI_01441	K04066
3300026287-bin.38_PALMHNFI_01442	K00616
3300026287-bin.38_PALMHNFI_01443	K09921
3300026287-bin.38_PALMHNFI_01446	K00382
3300026287-bin.38_PALMHNFI_01448	K01776
3300026287-bin.38_PALMHNFI_01449	K07056
3300026287-bin.38_PALMHNFI_01450	K07460
3300026287-bin.38_PALMHNFI_01451	K01920
3300026287-bin.38_PALMHNFI_01453	K02902
3300026287-bin.38_PALMHNFI_01456	K10716
3300026287-bin.38_PALMHNFI_01457	K08151
3300026287-bin.38_PALMHNFI_01458	K02916
3300026287-bin.38_PALMHNFI_01459	K02887
3300026287-bin.38_PALMHNFI_01461	K09165
3300026287-bin.38_PALMHNFI_01462	K01889
3300026287-bin.38_PALMHNFI_01464	K01890
3300026287-bin.38_PALMHNFI_01466	K00973
3300026287-bin.38_PALMHNFI_01469	K02003
3300026287-bin.38_PALMHNFI_01478	K00074
3300026287-bin.38_PALMHNFI_01480	K07148
3300026287-bin.38_PALMHNFI_01481	K01892
3300026287-bin.38_PALMHNFI_01482	K08683
3300026287-bin.38_PALMHNFI_01485	K00344
3300026287-bin.38_PALMHNFI_01486	K13051
3300026287-bin.38_PALMHNFI_01490	K01692
3300026287-bin.38_PALMHNFI_01491	K06985
3300026287-bin.38_PALMHNFI_01492	K07090
3300026287-bin.38_PALMHNFI_01493	K05539
3300026287-bin.38_PALMHNFI_01494	K00574
3300026287-bin.38_PALMHNFI_01496	K00574
3300026287-bin.38_PALMHNFI_01497	K06954
3300026287-bin.38_PALMHNFI_01498	K09701
3300026287-bin.38_PALMHNFI_01499	K07114
3300026287-bin.38_PALMHNFI_01500	K01104
3300026287-bin.38_PALMHNFI_01501	K03572
3300026287-bin.38_PALMHNFI_01503	K03101
3300026287-bin.38_PALMHNFI_01505	K01918
3300026287-bin.38_PALMHNFI_01506	K00606
3300026287-bin.38_PALMHNFI_01507	K01579
3300026287-bin.38_PALMHNFI_01508	K06190
3300026287-bin.38_PALMHNFI_01509	K06041
3300026287-bin.38_PALMHNFI_01510	K01834
3300026287-bin.38_PALMHNFI_01511	K11752
3300026287-bin.38_PALMHNFI_01514	K04080
3300026287-bin.38_PALMHNFI_01517	K01048
3300026287-bin.38_PALMHNFI_01520	K02198
3300026287-bin.38_PALMHNFI_01521	K02199
3300026287-bin.38_PALMHNFI_01522	K02200
3300026287-bin.38_PALMHNFI_01527	K03688
3300026287-bin.38_PALMHNFI_01528	K03183
3300026287-bin.38_PALMHNFI_01530	K03179
3300026287-bin.38_PALMHNFI_01531	K22468
3300026287-bin.38_PALMHNFI_01532	K09927
3300026287-bin.38_PALMHNFI_01533	K01883
3300026287-bin.38_PALMHNFI_01534	K01495
3300026287-bin.38_PALMHNFI_01535	K03559
3300026287-bin.38_PALMHNFI_01536	K01113
3300026287-bin.38_PALMHNFI_01537	K06180
3300026287-bin.38_PALMHNFI_01539	K09474
3300026287-bin.38_PALMHNFI_01540	K12251
3300026287-bin.38_PALMHNFI_01541	K10536
3300026287-bin.38_PALMHNFI_01544	K07304
3300026287-bin.38_PALMHNFI_01549	K19055
3300026287-bin.38_PALMHNFI_01552	K00901
3300026287-bin.38_PALMHNFI_01557	K08305
3300026287-bin.38_PALMHNFI_01558	K02919
3300026287-bin.38_PALMHNFI_01567	K05808
3300026287-bin.38_PALMHNFI_01568	K03092
3300026287-bin.38_PALMHNFI_01571	K11103
3300026287-bin.38_PALMHNFI_01573	K17950
3300026287-bin.38_PALMHNFI_01574	K01779
3300026287-bin.38_PALMHNFI_01576	K03551
3300026287-bin.38_PALMHNFI_01577	K03550
3300026287-bin.38_PALMHNFI_01578	K01159
3300026287-bin.38_PALMHNFI_01582	K03305
3300026287-bin.38_PALMHNFI_01584	K05366
3300026287-bin.38_PALMHNFI_01587	K14415
3300026287-bin.38_PALMHNFI_01592	K00984
3300026287-bin.38_PALMHNFI_01594	K00626
3300026287-bin.38_PALMHNFI_01597	K07729
3300026287-bin.38_PALMHNFI_01600	K07054
3300026287-bin.38_PALMHNFI_01602	K07107
3300026287-bin.38_PALMHNFI_01603	K03562
3300026287-bin.38_PALMHNFI_01604	K03560
3300026287-bin.38_PALMHNFI_01606	K03641
3300026287-bin.38_PALMHNFI_01607	K03640
3300026287-bin.38_PALMHNFI_01609	K04075
3300026287-bin.38_PALMHNFI_01610	K03798
3300026287-bin.38_PALMHNFI_01611	K11941
3300026287-bin.38_PALMHNFI_01614	K00796
3300026287-bin.38_PALMHNFI_01615	K02651
3300026287-bin.38_PALMHNFI_01616	K03574
3300026287-bin.38_PALMHNFI_01617	K00620
3300026287-bin.38_PALMHNFI_01618	K03769
3300026287-bin.38_PALMHNFI_01619	K03070
3300026287-bin.38_PALMHNFI_01628	K05962
3300026287-bin.38_PALMHNFI_01629	K05527
3300026287-bin.38_PALMHNFI_01631	K04063
3300026287-bin.38_PALMHNFI_01632	K07492
3300026287-bin.38_PALMHNFI_01633	K07492
3300026287-bin.38_PALMHNFI_01634	K01992
3300026287-bin.38_PALMHNFI_01635	K01990
3300026287-bin.38_PALMHNFI_01636	K01993
3300026287-bin.38_PALMHNFI_01638	K09882
3300026287-bin.38_PALMHNFI_01640	K03316
3300026287-bin.38_PALMHNFI_01643	K18189
3300026287-bin.38_PALMHNFI_01646	K01507
3300026287-bin.38_PALMHNFI_01648	K07240
3300026287-bin.38_PALMHNFI_01649	K09769
3300026287-bin.38_PALMHNFI_01650	K01934
3300026287-bin.38_PALMHNFI_01651	K00566
3300026287-bin.38_PALMHNFI_01654	K07507
3300026287-bin.38_PALMHNFI_01655	K03305
3300026287-bin.38_PALMHNFI_01657	K03711
3300026287-bin.38_PALMHNFI_01658	K03789
3300026287-bin.38_PALMHNFI_01659	K14742
3300026287-bin.38_PALMHNFI_01660	K22074
3300026287-bin.38_PALMHNFI_01663	K00799
3300026287-bin.38_PALMHNFI_01666	K00528
3300026287-bin.38_PALMHNFI_01667	K04782
3300026287-bin.38_PALMHNFI_01670	K00799
3300026287-bin.38_PALMHNFI_01672	K02863
3300026287-bin.38_PALMHNFI_01673	K02867
3300026287-bin.38_PALMHNFI_01675	K03286
3300026287-bin.38_PALMHNFI_01676	K16872
3300026287-bin.38_PALMHNFI_01678	K06013
3300026287-bin.38_PALMHNFI_01681	K11936
3300026287-bin.38_PALMHNFI_01683	K01006
3300026287-bin.38_PALMHNFI_01687	K03154
3300026287-bin.38_PALMHNFI_01688	K03786
3300026287-bin.38_PALMHNFI_01689	K02160
3300026287-bin.38_PALMHNFI_01690	K01961
3300026287-bin.38_PALMHNFI_01691	K00684
3300026287-bin.38_PALMHNFI_01697	K07492
3300026287-bin.38_PALMHNFI_01699	K01876
3300026287-bin.38_PALMHNFI_01703	K01966
3300026287-bin.38_PALMHNFI_01705	K07556
3300026287-bin.38_PALMHNFI_01708	K06179
3300026287-bin.38_PALMHNFI_01709	K06199
3300026287-bin.38_PALMHNFI_01710	K08983
3300026287-bin.38_PALMHNFI_01713	K07478
3300026287-bin.38_PALMHNFI_01716	K03529
3300026287-bin.38_PALMHNFI_01728	K01534
3300026287-bin.38_PALMHNFI_01732	K15726
3300026287-bin.38_PALMHNFI_01733	K15727
3300026287-bin.38_PALMHNFI_01734	K15725
3300026287-bin.38_PALMHNFI_01741	K01968
3300026287-bin.38_PALMHNFI_01747	K07258
3300026287-bin.38_PALMHNFI_01749	K06891
3300026287-bin.38_PALMHNFI_01750	K03694
3300026287-bin.38_PALMHNFI_01755	K01990
3300026287-bin.38_PALMHNFI_01757	K02879
3300026287-bin.38_PALMHNFI_01758	K03040
3300026287-bin.38_PALMHNFI_01759	K02948
3300026287-bin.38_PALMHNFI_01760	K02952
3300026287-bin.38_PALMHNFI_01762	K00939
3300026287-bin.38_PALMHNFI_01763	K03076
3300026287-bin.38_PALMHNFI_01764	K02876
3300026287-bin.38_PALMHNFI_01765	K02907
3300026287-bin.38_PALMHNFI_01766	K02988
3300026287-bin.38_PALMHNFI_01767	K02881
3300026287-bin.38_PALMHNFI_01768	K02933
3300026287-bin.38_PALMHNFI_01769	K02994
3300026287-bin.38_PALMHNFI_01770	K02954
3300026287-bin.38_PALMHNFI_01771	K02931
3300026287-bin.38_PALMHNFI_01772	K02895
3300026287-bin.38_PALMHNFI_01773	K02874
3300026287-bin.38_PALMHNFI_01774	K02961
3300026287-bin.38_PALMHNFI_01775	K02904
3300026287-bin.38_PALMHNFI_01776	K02878
3300026287-bin.38_PALMHNFI_01777	K02982
3300026287-bin.38_PALMHNFI_01778	K02890
3300026287-bin.38_PALMHNFI_01779	K02965
3300026287-bin.38_PALMHNFI_01780	K02886
3300026287-bin.38_PALMHNFI_01781	K02892
3300026287-bin.38_PALMHNFI_01782	K02926
3300026287-bin.38_PALMHNFI_01783	K02906
3300026287-bin.38_PALMHNFI_01784	K02946
3300026287-bin.38_PALMHNFI_01789	K01488
3300026287-bin.38_PALMHNFI_01791	K00529
3300026287-bin.38_PALMHNFI_01794	K03574
3300026287-bin.38_PALMHNFI_01796	K07263
3300026287-bin.38_PALMHNFI_01800	K06217
3300026287-bin.38_PALMHNFI_01805	K01956
3300026287-bin.38_PALMHNFI_01807	K01955
3300026287-bin.38_PALMHNFI_01809	K06917
3300026287-bin.38_PALMHNFI_01810	K01008
3300026287-bin.38_PALMHNFI_01812	K05592
3300026287-bin.38_PALMHNFI_01813	K00799
3300026287-bin.38_PALMHNFI_01815	K03624
3300026287-bin.38_PALMHNFI_01816	K07276
3300026287-bin.38_PALMHNFI_01817	K00927
3300026287-bin.38_PALMHNFI_01821	K05962
3300026287-bin.38_PALMHNFI_01823	K01623
3300026287-bin.38_PALMHNFI_01826	K01953
3300026287-bin.38_PALMHNFI_01827	K21430
3300026287-bin.38_PALMHNFI_01828	K05962
3300026287-bin.38_PALMHNFI_01830	K00382
3300026287-bin.38_PALMHNFI_01831	K07461
3300026287-bin.38_PALMHNFI_01832	K09699
3300026287-bin.38_PALMHNFI_01833	K00167
3300026287-bin.38_PALMHNFI_01834	K00166
3300026287-bin.38_PALMHNFI_01836	K06911
3300026287-bin.38_PALMHNFI_01839	K10947
3300026287-bin.38_PALMHNFI_01849	K07032
3300026287-bin.38_PALMHNFI_01856	K07052
3300026287-bin.38_PALMHNFI_01858	K03702
3300026287-bin.38_PALMHNFI_01860	K07154
3300026287-bin.38_PALMHNFI_01862	K11928
3300026287-bin.38_PALMHNFI_01867	K01633
3300026287-bin.38_PALMHNFI_01869	K03574
3300026287-bin.38_PALMHNFI_01870	K13292
3300026287-bin.38_PALMHNFI_01871	K18164
3300026287-bin.38_PALMHNFI_01873	K05810
3300026287-bin.38_PALMHNFI_01874	K02535
3300026287-bin.38_PALMHNFI_01875	K03531
3300026287-bin.38_PALMHNFI_01876	K03590
3300026287-bin.38_PALMHNFI_01877	K03589
3300026287-bin.38_PALMHNFI_01878	K01921
3300026287-bin.38_PALMHNFI_01883	K06118
3300026287-bin.38_PALMHNFI_01885	K03703
3300026287-bin.38_PALMHNFI_01888	K09936
3300026287-bin.38_PALMHNFI_01889	K01061
3300026287-bin.38_PALMHNFI_01890	K04043
3300026287-bin.38_PALMHNFI_01891	K03686
3300026287-bin.38_PALMHNFI_01895	K03601
3300026287-bin.38_PALMHNFI_01896	K03098
3300026287-bin.38_PALMHNFI_01898	K15012
3300026287-bin.38_PALMHNFI_01899	K15011
3300026287-bin.38_PALMHNFI_01900	K07152
3300026287-bin.38_PALMHNFI_01901	K01778
3300026287-bin.38_PALMHNFI_01904	K01872
3300026287-bin.38_PALMHNFI_01907	K00031
3300026287-bin.38_PALMHNFI_01909	K01755
3300026287-bin.38_PALMHNFI_01911	K01286
3300026287-bin.38_PALMHNFI_01912	K00526
3300026287-bin.38_PALMHNFI_01913	K19302
3300026287-bin.38_PALMHNFI_01914	K00525
3300026287-bin.38_PALMHNFI_01917	K09768
3300026287-bin.38_PALMHNFI_01918	K00799
3300026287-bin.38_PALMHNFI_01921	K00472
3300026287-bin.38_PALMHNFI_01926	K05962
3300026287-bin.38_PALMHNFI_01927	K11187
3300026287-bin.38_PALMHNFI_01928	K07735
3300026287-bin.38_PALMHNFI_01930	K09807
3300026287-bin.38_PALMHNFI_01931	K07336
3300026287-bin.38_PALMHNFI_01934	K03106
3300026287-bin.38_PALMHNFI_01935	K02959
3300026287-bin.38_PALMHNFI_01936	K02860
3300026287-bin.38_PALMHNFI_01941	K03695
3300026287-bin.38_PALMHNFI_01947	K00240
3300026287-bin.38_PALMHNFI_01948	K01640
3300026287-bin.38_PALMHNFI_01951	K03724
3300026287-bin.38_PALMHNFI_01952	K06953
3300026287-bin.38_PALMHNFI_01954	K07090
3300026287-bin.38_PALMHNFI_01955	K07126
3300026287-bin.38_PALMHNFI_01957	K00611
3300026287-bin.38_PALMHNFI_01958	K00821
3300026287-bin.38_PALMHNFI_01960	K01992
3300026287-bin.38_PALMHNFI_01962	K03790
3300026287-bin.38_PALMHNFI_01965	K14998
3300026287-bin.38_PALMHNFI_01967	K02276
3300026287-bin.38_PALMHNFI_01968	K02258
3300026287-bin.38_PALMHNFI_01970	K02257
3300026287-bin.38_PALMHNFI_01971	K02274
3300026287-bin.38_PALMHNFI_01972	K02275
3300026287-bin.38_PALMHNFI_01973	K10947
3300026287-bin.38_PALMHNFI_01976	K03568
3300026287-bin.38_PALMHNFI_01980	K01940
3300026287-bin.38_PALMHNFI_01984	K05834
3300026287-bin.38_PALMHNFI_01985	K06941
3300026287-bin.38_PALMHNFI_01987	K11209
3300026287-bin.38_PALMHNFI_01988	K00208
3300026287-bin.38_PALMHNFI_01992	K16264
3300026287-bin.38_PALMHNFI_01993	K04755
